Tripid,Dateid,Stationid,Truckid,Wastecollected
52083,95,46,168,33.24
52084,95,71,126,43.87
52085,95,77,160,44.32
52086,95,71,126,34.73
52087,95,77,160,37.35
52088,95,97,120,32.99
52089,95,43,145,38.46
52090,95,97,115,30.74
52091,95,97,122,41.72
52092,95,77,152,43.37
52093,95,71,125,31.65
52094,95,43,144,41.56
52095,95,40,135,40.83
52096,95,46,168,32.59
52097,95,40,134,30.06
52098,95,40,135,43.66
52099,95,71,133,35.53
52100,95,71,130,31.3
52101,95,77,157,34.5
52102,95,71,133,35.12
52103,95,43,148,40.98
52104,95,71,130,44.22
52105,95,43,143,30.23
52106,95,77,152,36.32
52107,95,97,120,43.84
52108,95,46,161,37.54
52109,95,77,160,41.4
52110,95,43,144,40.77
52111,95,40,135,32.59
52112,95,43,144,41.7
52113,95,46,162,30.93
52114,95,71,125,32.2
52115,95,71,130,31.39
52116,95,71,133,33.63
52117,95,40,136,39.23
52118,95,71,125,42.09
52119,95,43,148,44.67
52120,95,97,115,36.12
52121,95,97,122,39.87
52122,95,71,130,44.88
52123,95,97,115,38.37
52124,95,71,133,44.58
52125,95,40,134,33.52
52126,95,40,134,41.03
52127,95,81,194,31.51
52128,95,47,178,35.23
52129,95,47,178,33.5
52130,95,47,170,40.18
52131,95,47,178,41.35
52132,95,82,211,37.96
52133,95,82,213,43.6
52134,95,47,178,35.94
52135,95,81,192,38.0
52136,95,81,192,44.25
52137,95,47,170,36.57
52138,95,82,211,35.01
52139,95,48,182,37.94
52140,95,47,179,32.64
52141,95,47,170,33.67
52142,95,81,191,36.68
52143,95,48,189,30.69
52144,95,82,211,36.19
52145,95,48,189,44.07
52146,95,81,194,40.53
52147,95,82,213,33.01
52148,95,82,211,33.09
52149,95,47,170,36.76
52150,95,48,188,35.88
52151,95,48,184,38.54
52152,95,48,184,43.19
52153,95,48,188,43.12
52154,95,47,178,40.19
52155,95,81,194,36.11
52156,95,48,188,37.82
52157,95,81,192,35.71
52158,95,48,182,38.58
52159,95,48,184,30.21
52160,95,81,192,33.25
52161,95,81,198,31.69
52162,95,82,211,35.84
52163,95,81,191,44.4
52164,95,48,182,40.43
52165,95,47,170,39.39
52166,95,82,213,41.97
52167,95,81,192,43.42
52168,95,47,179,34.24
52169,95,82,211,31.32
52170,95,47,179,30.92
52171,95,81,194,36.02
52172,95,48,182,43.9
52173,95,48,188,36.39
52174,95,82,213,40.45
52175,95,82,213,35.96
52176,95,82,211,30.68
52177,95,82,213,32.62
52178,95,48,184,35.49
52179,95,81,191,33.95
52180,95,81,192,32.58
52181,95,47,170,32.84
52182,95,81,192,37.13
52183,95,82,211,32.01
52184,95,81,191,43.99
52185,95,81,191,32.09
52186,95,81,198,37.7
52187,95,81,191,37.59
52188,95,81,198,39.87
52189,95,48,188,32.25
52190,95,47,179,40.36
52191,95,47,179,42.65
52192,95,82,211,34.84
52193,95,82,213,38.99
52194,95,82,211,30.09
52195,95,81,191,38.23
52196,95,82,213,34.49
52197,95,81,194,44.77
52198,95,47,170,42.57
52199,95,82,213,44.61
52200,95,82,211,37.79
52201,95,48,184,32.87
52202,95,47,170,44.01
52203,95,83,217,30.35
52204,95,19,230,30.22
52205,95,21,245,34.49
52206,95,21,246,34.71
52207,95,83,217,38.72
52208,95,19,238,41.36
52209,95,21,244,39.38
52210,95,21,244,30.16
52211,95,21,245,39.0
52212,95,19,230,43.8
52213,95,83,217,44.67
52214,95,21,245,32.85
52215,95,21,245,34.38
52216,95,83,229,40.39
52217,95,19,230,43.6
52218,95,83,217,36.53
52219,95,19,230,44.92
52220,95,83,217,36.46
52221,95,19,230,30.92
52222,95,19,233,36.23
52223,95,21,246,33.63
52224,95,21,245,36.1
52225,95,21,240,38.94
52226,95,19,232,43.53
52227,95,19,238,36.78
52228,95,83,229,41.92
52229,95,83,229,35.03
52230,95,21,246,33.19
52231,95,21,240,39.09
52232,95,21,246,32.77
52233,95,19,232,39.79
52234,95,83,217,42.78
52235,95,19,233,38.27
52236,95,83,229,36.44
52237,95,21,246,32.0
52238,95,19,230,32.06
52239,95,83,217,30.4
52240,95,19,238,37.34
52241,95,19,230,36.6
52242,95,83,217,34.52
52243,95,19,230,35.88
52244,95,21,245,39.92
52245,95,83,217,35.64
52246,95,19,238,37.05
52247,95,21,240,32.17
52248,95,21,246,38.05
52249,95,19,238,41.16
52250,95,83,229,35.32
52251,95,83,229,35.75
52252,95,19,233,41.6
52253,95,19,233,40.59
52254,95,83,217,41.97
52255,95,83,229,41.77
52256,95,21,245,36.06
52257,95,21,240,37.0
52258,95,83,217,42.89
52259,95,21,246,38.73
52260,95,83,217,31.7
52261,95,19,230,35.51
52262,95,19,233,36.66
52263,95,19,230,30.6
52264,95,19,232,34.18
52265,95,19,232,32.32
52266,95,83,217,34.59
52267,95,19,238,44.67
52268,95,19,232,33.5
52269,95,83,229,33.82
52270,95,19,233,39.75
52271,95,19,232,42.22
52272,95,19,232,33.73
52273,95,83,217,40.67
52274,95,21,240,33.69
52275,95,21,245,39.54
52276,95,21,244,36.74
52277,95,83,217,35.88
52278,95,83,217,37.77
52279,95,44,299,40.72
52280,95,32,291,37.54
52281,95,44,297,30.17
52282,95,84,265,37.15
52283,95,44,299,33.58
52284,95,86,257,44.56
52285,95,84,261,33.66
52286,95,31,276,36.01
52287,95,31,280,35.55
52288,95,84,265,35.2
52289,95,44,298,40.02
52290,95,31,283,39.78
52291,95,31,283,33.26
52292,95,32,290,43.91
52293,95,84,262,35.18
52294,95,86,251,39.67
52295,95,57,274,31.78
52296,95,44,297,42.14
52297,95,57,275,38.66
52298,95,84,265,36.17
52299,95,31,283,38.27
52300,95,84,261,44.87
52301,95,84,265,31.35
52302,95,32,288,32.36
52303,95,44,298,42.09
52304,95,86,255,37.52
52305,95,31,283,37.92
52306,95,57,270,39.9
52307,95,44,297,44.06
52308,95,44,297,37.89
52309,95,31,280,30.63
52310,95,84,266,44.93
52311,95,31,283,36.06
52312,95,44,301,35.99
52313,95,57,275,39.66
52314,95,32,290,38.77
52315,95,44,299,32.18
52316,95,86,255,30.95
52317,95,31,283,40.47
52318,95,57,270,32.41
52319,95,86,251,32.1
52320,95,86,251,36.93
52321,95,84,261,32.88
52322,95,84,261,42.81
52323,95,44,298,39.68
52324,95,32,288,31.25
52325,95,32,286,41.97
52326,95,44,298,36.24
52327,95,44,297,37.97
52328,95,57,275,39.63
52329,95,57,274,40.42
52330,95,57,272,34.99
52331,95,44,297,40.96
52332,95,86,257,30.14
52333,95,44,297,43.32
52334,95,57,272,43.22
52335,95,86,252,44.98
52336,95,44,297,39.72
52337,95,32,290,31.89
52338,95,32,286,41.67
52339,95,32,288,39.26
52340,95,84,261,42.35
52341,95,84,265,30.56
52342,95,57,270,37.23
52343,95,32,290,43.61
52344,95,57,272,36.54
52345,95,44,301,39.11
52346,95,86,255,44.19
52347,95,84,261,35.01
52348,95,84,261,40.68
52349,95,31,276,30.35
52350,95,32,290,43.68
52351,95,31,280,33.86
52352,95,44,301,30.3
52353,95,57,274,31.67
52354,95,32,286,37.61
52355,96,77,150,42.14
52356,96,97,121,40.59
52357,96,40,137,33.55
52358,96,97,115,31.24
52359,96,40,137,41.56
52360,96,77,150,44.44
52361,96,77,160,31.45
52362,96,77,150,43.28
52363,96,77,160,39.66
52364,96,40,136,34.94
52365,96,43,145,34.18
52366,96,46,168,44.69
52367,96,71,133,32.59
52368,96,43,144,40.86
52369,96,77,152,41.79
52370,96,97,120,36.64
52371,96,71,130,43.93
52372,96,40,137,43.86
52373,96,46,161,39.37
52374,96,40,136,31.91
52375,96,77,150,38.93
52376,96,43,145,34.7
52377,96,77,160,32.5
52378,96,97,121,31.07
52379,96,77,160,37.95
52380,96,77,152,33.04
52381,96,97,120,33.74
52382,96,40,137,34.45
52383,96,46,169,30.88
52384,96,71,130,40.73
52385,96,97,120,36.58
52386,96,43,144,37.55
52387,96,40,134,36.04
52388,96,43,144,31.18
52389,96,71,133,44.52
52390,96,40,137,37.9
52391,96,71,133,30.32
52392,96,40,134,39.05
52393,96,77,152,39.89
52394,96,46,168,43.5
52395,96,77,152,35.81
52396,96,40,136,32.68
52397,96,46,162,44.27
52398,96,97,120,34.93
52399,96,46,168,44.34
52400,96,46,169,31.46
52401,96,97,121,36.83
52402,96,77,157,41.58
52403,96,77,152,32.4
52404,96,77,152,34.85
52405,96,43,145,36.87
52406,96,77,150,31.59
52407,96,43,143,43.37
52408,96,97,115,32.95
52409,96,46,169,33.2
52410,96,71,125,34.64
52411,96,71,125,41.97
52412,96,40,136,32.94
52413,96,97,120,40.78
52414,96,77,160,30.14
52415,96,71,125,37.66
52416,96,43,148,35.82
52417,96,71,133,36.58
52418,96,40,135,32.53
52419,96,97,121,35.81
52420,96,40,136,33.34
52421,96,71,133,34.25
52422,96,77,160,37.2
52423,96,40,135,43.25
52424,96,40,137,33.9
52425,96,97,122,37.26
52426,96,71,130,39.78
52427,96,71,133,40.37
52428,96,77,157,38.65
52429,96,71,126,31.43
52430,96,46,169,42.24
52431,96,48,184,40.33
52432,96,81,198,40.5
52433,96,82,211,40.79
52434,96,81,198,44.3
52435,96,47,178,44.98
52436,96,81,198,36.3
52437,96,82,213,37.1
52438,96,81,194,33.44
52439,96,81,192,36.66
52440,96,81,192,41.94
52441,96,81,198,43.83
52442,96,48,184,30.71
52443,96,82,211,42.65
52444,96,81,191,36.36
52445,96,81,194,32.77
52446,96,82,213,43.06
52447,96,48,188,44.23
52448,96,48,184,33.67
52449,96,47,170,43.3
52450,96,82,211,32.87
52451,96,82,211,44.46
52452,96,82,213,32.2
52453,96,82,211,35.7
52454,96,47,178,43.97
52455,96,47,170,40.39
52456,96,48,184,31.44
52457,96,47,179,40.32
52458,96,48,182,41.63
52459,96,81,191,43.96
52460,96,48,189,39.54
52461,96,47,179,42.8
52462,96,48,188,39.13
52463,96,81,192,31.15
52464,96,47,178,31.12
52465,96,82,213,30.4
52466,96,81,198,42.85
52467,96,47,178,42.62
52468,96,82,211,40.96
52469,96,48,182,44.91
52470,96,47,179,42.58
52471,96,47,179,33.98
52472,96,47,179,36.17
52473,96,81,191,37.64
52474,96,81,192,34.99
52475,96,48,184,33.9
52476,96,82,211,42.13
52477,96,47,179,37.37
52478,96,47,179,35.96
52479,96,47,178,35.2
52480,96,47,179,34.27
52481,96,48,184,31.73
52482,96,81,198,39.72
52483,96,82,211,39.74
52484,96,81,198,37.53
52485,96,82,213,44.7
52486,96,82,213,37.77
52487,96,82,213,30.86
52488,96,81,198,35.07
52489,96,81,191,34.46
52490,96,47,170,32.32
52491,96,48,189,31.07
52492,96,81,198,34.56
52493,96,48,188,31.86
52494,96,48,188,43.22
52495,96,48,189,37.69
52496,96,47,179,33.73
52497,96,47,178,44.67
52498,96,48,189,43.22
52499,96,82,211,39.97
52500,96,81,198,34.08
52501,96,47,170,40.11
52502,96,48,182,40.82
52503,96,82,213,30.82
52504,96,48,184,37.23
52505,96,48,184,39.5
52506,96,82,213,41.45
52507,96,21,240,43.14
52508,96,21,240,37.85
52509,96,83,229,44.71
52510,96,83,217,42.53
52511,96,19,233,44.04
52512,96,83,217,41.39
52513,96,83,229,31.97
52514,96,19,230,34.35
52515,96,19,232,38.26
52516,96,21,246,39.59
52517,96,21,246,36.13
52518,96,83,229,34.08
52519,96,19,230,37.07
52520,96,21,244,41.0
52521,96,19,230,34.82
52522,96,21,244,37.7
52523,96,19,232,42.92
52524,96,83,229,34.85
52525,96,21,246,38.16
52526,96,21,240,42.36
52527,96,83,217,33.29
52528,96,83,217,35.11
52529,96,83,217,33.92
52530,96,21,244,30.95
52531,96,21,246,37.57
52532,96,19,232,33.25
52533,96,83,217,34.93
52534,96,19,232,40.78
52535,96,19,232,39.26
52536,96,83,217,33.4
52537,96,21,246,31.32
52538,96,83,229,44.18
52539,96,19,232,38.62
52540,96,83,229,41.46
52541,96,83,217,33.89
52542,96,21,244,30.07
52543,96,19,232,34.79
52544,96,21,240,41.3
52545,96,83,229,41.53
52546,96,21,246,37.22
52547,96,19,238,44.77
52548,96,21,244,30.86
52549,96,21,240,42.88
52550,96,19,230,39.07
52551,96,83,217,40.34
52552,96,19,232,44.64
52553,96,21,244,37.33
52554,96,83,229,36.62
52555,96,21,245,31.47
52556,96,83,217,33.89
52557,96,19,233,36.86
52558,96,19,238,30.83
52559,96,19,232,32.08
52560,96,83,217,36.29
52561,96,21,245,44.82
52562,96,21,240,39.39
52563,96,83,229,34.5
52564,96,19,233,31.26
52565,96,19,232,32.89
52566,96,19,232,30.46
52567,96,19,233,40.11
52568,96,21,246,36.28
52569,96,83,217,30.38
52570,96,21,246,43.2
52571,96,19,230,35.2
52572,96,19,230,42.13
52573,96,21,246,42.96
52574,96,19,232,36.35
52575,96,83,217,36.79
52576,96,83,229,30.43
52577,96,21,244,32.95
52578,96,83,217,36.34
52579,96,19,232,36.7
52580,96,83,217,44.89
52581,96,21,244,37.18
52582,96,19,233,41.98
52583,96,84,266,39.96
52584,96,86,252,35.26
52585,96,31,280,42.41
52586,96,84,262,34.84
52587,96,84,262,43.55
52588,96,57,275,36.03
52589,96,86,257,42.76
52590,96,86,255,37.75
52591,96,31,283,34.82
52592,96,32,291,44.4
52593,96,32,290,40.17
52594,96,32,286,34.9
52595,96,44,299,31.39
52596,96,32,291,44.14
52597,96,31,283,38.42
52598,96,86,252,30.9
52599,96,32,286,44.1
52600,96,32,288,32.76
52601,96,86,251,33.67
52602,96,84,262,42.31
52603,96,44,297,31.27
52604,96,86,257,42.82
52605,96,31,283,43.39
52606,96,44,297,40.55
52607,96,32,291,34.42
52608,96,84,262,38.28
52609,96,31,277,33.54
52610,96,44,298,42.92
52611,96,31,280,42.2
52612,96,84,262,37.67
52613,96,32,288,36.46
52614,96,32,286,44.28
52615,96,57,270,35.56
52616,96,57,275,40.57
52617,96,32,291,36.69
52618,96,57,272,43.72
52619,96,32,288,30.95
52620,96,84,266,44.14
52621,96,44,301,33.78
52622,96,32,290,39.23
52623,96,86,255,37.31
52624,96,86,257,36.06
52625,96,31,276,30.12
52626,96,86,251,33.04
52627,96,57,274,43.29
52628,96,44,301,36.88
52629,96,57,275,41.03
52630,96,44,298,44.37
52631,96,57,272,35.91
52632,96,32,288,35.05
52633,96,31,280,42.18
52634,96,31,280,42.11
52635,96,32,288,31.17
52636,96,86,251,33.13
52637,96,57,275,31.58
52638,96,57,270,44.45
52639,96,44,299,40.59
52640,96,86,251,41.21
52641,96,84,261,42.51
52642,96,32,286,42.21
52643,96,31,277,35.0
52644,96,86,251,42.79
52645,96,44,297,34.74
52646,96,31,280,33.23
52647,96,31,283,35.54
52648,96,57,275,43.42
52649,96,86,257,36.73
52650,96,31,280,42.01
52651,96,84,265,40.92
52652,96,57,272,39.06
52653,96,31,276,40.23
52654,96,86,255,41.34
52655,96,84,261,43.51
52656,96,44,297,36.05
52657,96,86,251,41.12
52658,96,86,252,35.06
52659,97,40,135,41.22
52660,97,43,145,37.48
52661,97,43,143,44.44
52662,97,43,145,33.2
52663,97,40,134,30.29
52664,97,40,135,30.0
52665,97,71,125,40.32
52666,97,46,161,32.12
52667,97,46,169,43.96
52668,97,46,169,37.83
52669,97,97,115,35.49
52670,97,77,157,39.59
52671,97,43,148,33.15
52672,97,46,168,34.24
52673,97,46,162,31.7
52674,97,71,133,44.82
52675,97,77,157,34.92
52676,97,40,137,36.6
52677,97,71,133,40.68
52678,97,46,168,31.07
52679,97,46,169,34.8
52680,97,97,120,32.17
52681,97,46,161,44.25
52682,97,40,135,41.67
52683,97,71,125,31.5
52684,97,40,137,43.09
52685,97,40,135,33.8
52686,97,46,169,32.51
52687,97,46,169,32.62
52688,97,97,122,33.25
52689,97,97,115,40.18
52690,97,97,120,30.22
52691,97,71,125,40.57
52692,97,97,122,36.67
52693,97,71,130,39.12
52694,97,71,133,34.82
52695,97,71,133,36.9
52696,97,77,160,38.75
52697,97,46,161,41.7
52698,97,77,152,40.92
52699,97,97,122,44.48
52700,97,46,162,35.81
52701,97,43,144,33.11
52702,97,46,161,33.61
52703,97,77,150,39.06
52704,97,71,125,35.15
52705,97,43,145,36.93
52706,97,43,148,44.47
52707,97,43,148,36.27
52708,97,71,130,39.04
52709,97,40,134,34.83
52710,97,97,121,42.26
52711,97,77,160,32.31
52712,97,97,121,32.89
52713,97,43,145,39.66
52714,97,77,157,30.44
52715,97,77,157,41.67
52716,97,97,121,43.13
52717,97,71,130,36.21
52718,97,71,133,33.34
52719,97,40,137,33.85
52720,97,43,148,31.2
52721,97,77,150,43.94
52722,97,43,145,31.33
52723,97,77,152,40.24
52724,97,40,134,34.96
52725,97,77,150,31.0
52726,97,77,152,39.17
52727,97,43,144,34.61
52728,97,43,143,30.93
52729,97,46,169,42.96
52730,97,77,150,35.91
52731,97,40,134,44.86
52732,97,43,144,42.04
52733,97,71,130,33.03
52734,97,71,126,38.66
52735,97,81,198,43.56
52736,97,81,194,34.67
52737,97,82,211,35.01
52738,97,81,192,43.56
52739,97,47,170,41.93
52740,97,47,170,35.63
52741,97,47,179,40.53
52742,97,81,191,41.86
52743,97,47,170,33.16
52744,97,82,211,44.88
52745,97,81,198,39.69
52746,97,82,211,41.21
52747,97,82,213,43.76
52748,97,82,211,42.78
52749,97,82,211,39.52
52750,97,81,191,39.55
52751,97,81,198,37.69
52752,97,47,178,41.64
52753,97,47,179,32.51
52754,97,81,198,35.37
52755,97,82,213,38.63
52756,97,47,170,39.93
52757,97,82,211,33.29
52758,97,82,211,41.05
52759,97,48,184,36.79
52760,97,81,198,36.28
52761,97,47,179,41.24
52762,97,81,194,37.3
52763,97,48,189,39.93
52764,97,82,213,31.96
52765,97,81,194,37.16
52766,97,48,188,37.21
52767,97,48,188,37.46
52768,97,48,184,32.78
52769,97,82,213,33.88
52770,97,47,179,31.02
52771,97,82,213,40.82
52772,97,81,191,34.52
52773,97,81,198,43.88
52774,97,82,213,44.61
52775,97,48,188,44.36
52776,97,81,192,44.88
52777,97,82,211,41.08
52778,97,48,182,37.2
52779,97,81,192,43.31
52780,97,48,189,42.23
52781,97,48,184,39.31
52782,97,81,198,36.0
52783,97,82,213,30.78
52784,97,81,192,43.13
52785,97,47,179,36.75
52786,97,82,211,34.86
52787,97,48,188,44.63
52788,97,48,189,37.71
52789,97,82,213,34.51
52790,97,47,178,30.02
52791,97,47,170,39.68
52792,97,47,178,42.16
52793,97,81,198,37.65
52794,97,47,170,37.5
52795,97,82,211,40.04
52796,97,47,170,31.97
52797,97,48,188,32.46
52798,97,81,198,38.42
52799,97,48,184,44.56
52800,97,81,194,36.66
52801,97,47,179,31.13
52802,97,48,184,36.89
52803,97,47,178,40.71
52804,97,81,191,31.1
52805,97,47,178,44.31
52806,97,47,179,33.47
52807,97,47,178,32.17
52808,97,48,188,37.13
52809,97,47,179,31.15
52810,97,81,198,31.89
52811,97,19,230,38.19
52812,97,83,229,30.92
52813,97,21,246,35.69
52814,97,19,238,44.88
52815,97,83,217,41.15
52816,97,83,217,33.07
52817,97,19,233,37.77
52818,97,19,233,35.68
52819,97,21,244,41.22
52820,97,19,232,43.13
52821,97,21,240,44.17
52822,97,19,233,41.89
52823,97,83,217,43.13
52824,97,19,230,40.27
52825,97,19,230,30.86
52826,97,21,245,43.66
52827,97,19,232,38.64
52828,97,19,232,38.66
52829,97,83,217,35.46
52830,97,83,217,35.1
52831,97,19,232,42.2
52832,97,83,217,34.76
52833,97,21,244,34.46
52834,97,83,217,36.34
52835,97,83,229,39.69
52836,97,19,232,33.61
52837,97,83,217,42.6
52838,97,19,233,40.14
52839,97,21,245,39.91
52840,97,21,246,37.94
52841,97,83,217,42.21
52842,97,19,230,38.19
52843,97,83,217,33.71
52844,97,19,232,30.43
52845,97,21,244,36.07
52846,97,19,238,37.91
52847,97,21,245,39.67
52848,97,19,238,37.53
52849,97,83,217,36.97
52850,97,83,229,34.86
52851,97,21,240,31.34
52852,97,21,245,44.92
52853,97,21,240,32.71
52854,97,19,232,38.8
52855,97,19,233,35.67
52856,97,21,246,31.05
52857,97,83,217,41.22
52858,97,21,240,32.67
52859,97,19,232,39.36
52860,97,21,246,42.98
52861,97,83,229,35.94
52862,97,21,244,42.37
52863,97,19,238,35.54
52864,97,83,229,38.35
52865,97,83,229,42.27
52866,97,19,230,30.93
52867,97,21,246,43.72
52868,97,83,229,30.52
52869,97,19,232,44.51
52870,97,83,229,30.98
52871,97,21,245,40.81
52872,97,19,238,34.85
52873,97,83,217,36.27
52874,97,83,229,38.8
52875,97,19,233,41.22
52876,97,21,244,33.12
52877,97,19,233,34.74
52878,97,21,246,41.54
52879,97,19,238,31.11
52880,97,21,246,43.58
52881,97,83,217,41.6
52882,97,83,229,33.54
52883,97,83,229,41.14
52884,97,19,232,31.27
52885,97,19,230,31.13
52886,97,21,240,32.75
52887,97,84,261,35.66
52888,97,86,255,42.8
52889,97,31,277,43.36
52890,97,32,286,31.87
52891,97,32,288,39.52
52892,97,31,280,34.82
52893,97,86,255,35.12
52894,97,31,276,43.44
52895,97,32,291,36.15
52896,97,31,277,30.93
52897,97,31,276,40.78
52898,97,44,301,39.85
52899,97,31,276,39.36
52900,97,31,283,35.37
52901,97,31,276,42.51
52902,97,44,298,42.99
52903,97,57,274,31.96
52904,97,84,262,38.11
52905,97,44,299,41.92
52906,97,84,265,44.35
52907,97,57,275,33.37
52908,97,44,298,40.06
52909,97,31,283,32.0
52910,97,31,277,38.25
52911,97,32,288,35.33
52912,97,86,257,31.58
52913,97,84,265,32.02
52914,97,84,266,44.6
52915,97,84,262,34.89
52916,97,44,301,41.64
52917,97,86,252,39.0
52918,97,31,276,38.51
52919,97,31,277,35.07
52920,97,57,274,32.36
52921,97,84,266,37.81
52922,97,57,274,33.35
52923,97,84,266,43.09
52924,97,84,266,34.39
52925,97,44,297,32.03
52926,97,44,299,36.62
52927,97,31,283,33.44
52928,97,31,280,37.55
52929,97,84,266,35.91
52930,97,57,270,43.72
52931,97,32,288,43.51
52932,97,31,280,34.41
52933,97,57,275,44.17
52934,97,84,262,42.41
52935,97,44,299,37.22
52936,97,44,301,30.69
52937,97,32,290,44.21
52938,97,32,291,43.59
52939,97,31,276,36.91
52940,97,86,255,37.64
52941,97,86,252,34.64
52942,97,84,265,33.71
52943,97,57,275,32.36
52944,97,32,286,43.91
52945,97,86,251,44.75
52946,97,31,283,41.95
52947,97,44,299,32.84
52948,97,57,270,43.86
52949,97,32,290,31.42
52950,97,84,261,38.65
52951,97,44,299,33.38
52952,97,32,291,43.84
52953,97,57,274,39.19
52954,97,32,290,30.74
52955,97,84,262,42.08
52956,97,32,288,30.62
52957,97,57,275,42.45
52958,97,31,276,34.24
52959,97,44,299,37.3
52960,97,32,288,37.17
52961,97,32,290,31.92
52962,97,57,270,39.19
52963,98,46,161,32.7
52964,98,40,135,42.4
52965,98,43,144,42.58
52966,98,43,143,31.71
52967,98,46,169,43.51
52968,98,46,168,41.43
52969,98,77,152,41.93
52970,98,43,144,44.2
52971,98,71,126,44.99
52972,98,71,125,39.08
52973,98,71,126,33.58
52974,98,77,160,31.51
52975,98,77,152,38.87
52976,98,46,161,39.58
52977,98,46,169,44.03
52978,98,77,152,30.82
52979,98,77,160,43.28
52980,98,77,157,40.67
52981,98,46,162,36.1
52982,98,71,133,39.39
52983,98,43,143,30.03
52984,98,46,168,32.08
52985,98,43,144,40.49
52986,98,40,134,40.7
52987,98,97,121,40.13
52988,98,97,122,37.46
52989,98,71,125,31.31
52990,98,43,148,43.58
52991,98,71,130,36.06
52992,98,97,120,35.98
52993,98,97,122,30.5
52994,98,40,137,36.72
52995,98,71,126,44.03
52996,98,43,143,36.65
52997,98,40,135,40.2
52998,98,97,120,39.21
52999,98,43,148,36.77
53000,98,77,157,38.69
53001,98,77,157,39.85
53002,98,43,148,40.26
53003,98,71,125,38.02
53004,98,97,120,34.41
53005,98,43,143,30.34
53006,98,46,162,34.66
53007,98,46,168,34.17
53008,98,40,136,40.57
53009,98,77,152,37.48
53010,98,46,169,44.65
53011,98,97,122,44.41
53012,98,97,120,43.61
53013,98,97,121,32.83
53014,98,77,150,40.13
53015,98,77,150,30.85
53016,98,97,120,37.17
53017,98,97,120,42.52
53018,98,40,137,32.13
53019,98,97,120,41.84
53020,98,46,162,38.44
53021,98,43,143,40.07
53022,98,46,162,38.62
53023,98,43,145,32.22
53024,98,46,168,43.9
53025,98,46,161,34.2
53026,98,97,120,31.72
53027,98,77,160,35.03
53028,98,43,143,42.91
53029,98,71,133,41.83
53030,98,97,121,40.75
53031,98,71,133,35.84
53032,98,43,144,30.54
53033,98,77,157,41.38
53034,98,97,115,30.12
53035,98,71,126,40.7
53036,98,40,135,36.78
53037,98,43,143,32.13
53038,98,71,126,40.31
53039,98,48,182,33.39
53040,98,82,213,30.53
53041,98,81,194,35.66
53042,98,81,198,37.99
53043,98,82,211,33.48
53044,98,48,182,31.88
53045,98,81,192,38.35
53046,98,47,179,43.79
53047,98,82,213,30.93
53048,98,82,213,35.88
53049,98,48,188,38.78
53050,98,81,198,42.76
53051,98,81,198,38.43
53052,98,81,194,43.53
53053,98,82,213,39.3
53054,98,48,182,37.31
53055,98,47,170,38.43
53056,98,47,179,42.07
53057,98,47,179,37.42
53058,98,48,184,33.52
53059,98,81,191,40.32
53060,98,48,189,39.24
53061,98,48,184,38.0
53062,98,81,194,43.2
53063,98,81,194,44.09
